time,P,G(i),H_sun,T2m,WS10m,Int,ac_power_kw
2019-07-13 05:10:00,466.24,168.56,16.72,20.54,2.9,0.0,0.46624
2019-07-13 06:10:00,1015.25,293.79,27.43,20.78,3.1,0.0,1.01525
2019-07-13 07:10:00,1068.21,304.65,38.29,21.27,3.38,0.0,1.06821
2019-07-13 08:10:00,460.26,142.45,48.93,21.72,3.03,0.0,0.46026
2019-07-13 09:10:00,280.22,93.66,58.67,21.96,2.21,0.0,0.28022
2019-07-13 10:10:00,280.89,93.66,66.04,21.48,2.21,0.0,0.28089
2019-07-13 11:10:00,482.85,148.3,68.22,21.19,2.62,0.0,0.48285
2019-07-13 12:10:00,3079.26,879.77,63.84,21.44,3.1,0.0,3.07926
2019-07-13 13:10:00,2809.94,807.27,55.37,21.66,2.0,0.0,2.80994
2019-07-13 14:10:00,2228.0,642.95,45.19,21.46,0.55,0.0,2.228
2019-07-13 15:10:00,1668.64,476.35,34.42,20.58,0.83,0.0,1.6686400000000001
2019-07-13 16:10:00,870.48,260.66,23.57,20.1,1.79,0.0,0.87048
2019-07-13 17:10:00,278.41,98.82,12.99,19.86,2.14,0.0,0.27841000000000005
2019-07-13 18:10:00,13.41,12.42,2.97,19.84,2.48,0.0,0.01341
2019-07-13 19:10:00,0.0,0.0,0.0,19.78,2.9,0.0,0.0
2019-07-13 20:10:00,0.0,0.0,0.0,19.77,2.76,0.0,0.0
2019-07-13 21:10:00,0.0,0.0,0.0,19.81,3.1,0.0,0.0
2019-07-13 22:10:00,0.0,0.0,0.0,20.33,3.17,0.0,0.0
2019-07-13 23:10:00,0.0,0.0,0.0,20.15,3.1,0.0,0.0
2019-07-14 00:10:00,0.0,0.0,0.0,19.51,3.24,0.0,0.0
2019-07-14 01:10:00,0.0,0.0,0.0,19.16,3.24,0.0,0.0
2019-07-14 02:10:00,0.0,0.0,0.0,18.66,3.52,0.0,0.0
2019-07-14 03:10:00,0.0,0.0,0.0,18.43,3.38,0.0,0.0
2019-07-14 04:10:00,86.49,37.26,6.34,18.23,2.55,0.0,0.08649
2019-07-14 05:10:00,473.22,162.85,16.6,18.55,2.41,0.0,0.47322000000000003
2019-07-14 06:10:00,1259.01,362.48,27.31,19.15,2.83,0.0,1.25901
2019-07-14 07:10:00,2062.58,571.62,38.17,20.13,3.66,0.0,2.06258
2019-07-14 08:10:00,2698.24,755.22,48.81,21.32,3.66,0.0,2.6982399999999997
2019-07-14 09:10:00,3175.24,912.74,58.54,22.3,2.9,0.0,3.1752399999999996
2019-07-14 10:10:00,2865.69,836.74,65.89,23.55,2.07,0.0,2.86569
2019-07-14 11:10:00,1212.62,349.24,68.07,23.62,2.83,0.0,1.2126199999999998
2019-07-14 12:10:00,3021.39,875.25,63.73,23.73,2.9,0.0,3.02139
2019-07-14 13:10:00,3024.94,868.39,55.28,23.82,3.24,0.0,3.02494
2019-07-14 14:10:00,1858.1,526.01,45.12,23.9,3.45,0.0,1.8580999999999999
2019-07-14 15:10:00,782.86,231.22,34.35,24.01,3.31,0.0,0.78286
2019-07-14 16:10:00,936.86,286.83,23.5,23.95,3.17,0.0,0.93686
2019-07-14 17:10:00,251.78,106.63,12.91,23.46,2.9,0.0,0.25178
2019-07-14 18:10:00,13.1,12.42,2.88,22.8,2.76,0.0,0.013099999999999999
2019-07-14 19:10:00,0.0,0.0,0.0,22.12,2.97,0.0,0.0
2019-07-14 20:10:00,0.0,0.0,0.0,21.79,3.03,0.0,0.0
2019-07-14 21:10:00,0.0,0.0,0.0,21.57,3.52,0.0,0.0
2019-07-14 22:10:00,0.0,0.0,0.0,20.96,2.34,0.0,0.0
2019-07-14 23:10:00,0.0,0.0,0.0,20.79,2.48,0.0,0.0
2019-07-15 00:10:00,0.0,0.0,0.0,20.4,3.17,0.0,0.0
2019-07-15 01:10:00,0.0,0.0,0.0,20.05,3.31,0.0,0.0
2019-07-15 02:10:00,0.0,0.0,0.0,19.67,3.1,0.0,0.0
2019-07-15 03:10:00,0.0,0.0,0.0,19.49,3.17,0.0,0.0
2019-07-15 04:10:00,83.02,36.31,6.21,19.13,3.52,0.0,0.08302
2019-07-15 05:10:00,452.48,149.23,16.48,19.21,3.72,0.0,0.45248
2019-07-15 06:10:00,377.46,119.03,27.19,19.84,3.59,0.0,0.37745999999999996
2019-07-15 07:10:00,1406.74,395.54,38.06,20.94,3.24,0.0,1.40674
2019-07-15 08:10:00,2739.42,771.07,48.69,22.29,3.59,0.0,2.73942
2019-07-15 09:10:00,2832.98,812.47,58.41,23.34,3.03,0.0,2.83298
2019-07-15 10:10:00,3286.71,981.73,65.74,23.91,1.59,0.0,3.2867100000000002
2019-07-15 11:10:00,2593.48,756.66,67.92,23.76,1.79,0.0,2.59348
2019-07-15 12:10:00,3017.61,880.88,63.61,23.57,2.28,0.0,3.0176100000000003
2019-07-15 13:10:00,1912.77,543.37,55.19,23.59,3.17,0.0,1.91277
2019-07-15 14:10:00,1625.49,462.56,45.04,23.45,2.62,0.0,1.62549
2019-07-15 15:10:00,672.88,200.98,34.27,23.35,3.03,0.0,0.67288
2019-07-15 16:10:00,219.64,77.08,23.42,23.12,3.17,0.0,0.21963999999999997
2019-07-15 17:10:00,194.31,70.43,12.83,22.65,3.31,0.0,0.19431
2019-07-15 18:10:00,0.0,1.91,2.79,22.3,3.24,0.0,0.0
2019-07-15 19:10:00,0.0,0.0,0.0,22.05,2.76,0.0,0.0
2019-07-15 20:10:00,0.0,0.0,0.0,21.71,2.41,0.0,0.0
2019-07-15 21:10:00,0.0,0.0,0.0,21.5,1.93,0.0,0.0
2019-07-15 22:10:00,0.0,0.0,0.0,21.26,2.07,0.0,0.0
2019-07-15 23:10:00,0.0,0.0,0.0,21.08,2.21,0.0,0.0
2019-07-16 00:10:00,0.0,0.0,0.0,20.88,2.83,0.0,0.0
2019-07-16 01:10:00,0.0,0.0,0.0,20.42,2.97,0.0,0.0
2019-07-16 02:10:00,0.0,0.0,0.0,20.05,3.45,0.0,0.0
2019-07-16 03:10:00,0.0,0.0,0.0,19.79,3.93,0.0,0.0
2019-07-16 04:10:00,64.58,30.58,6.08,19.7,4.21,0.0,0.06458
2019-07-16 05:10:00,468.94,158.66,16.36,19.83,4.41,0.0,0.46894
2019-07-16 06:10:00,1256.62,362.13,27.08,20.57,4.28,0.0,1.2566199999999998
2019-07-16 07:10:00,2054.97,570.0,37.94,21.89,5.17,0.0,2.05497
2019-07-16 08:10:00,2624.89,731.22,48.56,22.96,5.52,0.0,2.6248899999999997
2019-07-16 09:10:00,3039.26,862.21,58.27,23.73,4.76,0.0,3.03926
2019-07-16 10:10:00,3289.54,961.6,65.58,24.46,3.1,0.0,3.28954
2019-07-16 11:10:00,3202.83,958.59,67.77,24.62,1.66,0.0,3.20283
2019-07-16 12:10:00,3012.3,911.19,63.48,25.12,0.9,0.0,3.0123
2019-07-16 13:10:00,2943.0,871.88,55.09,24.6,1.38,0.0,2.943
2019-07-16 14:10:00,2367.9,687.34,44.95,24.58,1.45,0.0,2.3679
2019-07-16 15:10:00,1719.13,499.1,34.19,24.4,1.1,0.0,1.71913
2019-07-16 16:10:00,975.92,303.05,23.34,24.2,1.31,0.0,0.97592
2019-07-16 17:10:00,245.07,106.68,12.74,23.54,2.28,0.0,0.24506999999999998
2019-07-16 18:10:00,13.05,12.42,2.69,23.3,3.24,0.0,0.01305
2019-07-16 19:10:00,0.0,0.0,0.0,22.93,3.86,0.0,0.0
2019-07-16 20:10:00,0.0,0.0,0.0,22.52,3.86,0.0,0.0
2019-07-16 21:10:00,0.0,0.0,0.0,22.38,2.9,0.0,0.0
2019-07-16 22:10:00,0.0,0.0,0.0,21.54,2.14,0.0,0.0
2019-07-16 23:10:00,0.0,0.0,0.0,20.7,2.48,0.0,0.0
2019-07-17 00:10:00,0.0,0.0,0.0,20.3,3.03,0.0,0.0
2019-07-17 01:10:00,0.0,0.0,0.0,19.91,3.17,0.0,0.0
2019-07-17 02:10:00,0.0,0.0,0.0,19.34,3.17,0.0,0.0
2019-07-17 03:10:00,0.0,0.0,0.0,19.15,3.17,0.0,0.0
2019-07-17 04:10:00,79.96,35.35,5.95,19.02,3.17,0.0,0.07995999999999999
2019-07-17 05:10:00,457.83,164.58,16.23,19.69,3.17,0.0,0.45782999999999996
2019-07-17 06:10:00,1280.07,372.58,26.95,20.67,2.62,0.0,1.28007
2019-07-17 07:10:00,2085.44,592.05,37.82,22.02,1.86,0.0,2.08544
2019-07-17 08:10:00,2670.62,775.94,48.43,23.28,1.38,0.0,2.67062
2019-07-17 09:10:00,3017.7,913.12,58.13,23.98,0.48,0.0,3.0176999999999996
2019-07-17 10:10:00,3444.88,1041.66,65.42,24.21,1.38,0.0,3.44488
2019-07-17 11:10:00,3438.5,1011.34,67.6,24.49,2.97,0.0,3.4385
2019-07-17 12:10:00,3254.94,937.81,63.34,24.4,4.07,0.0,3.25494
2019-07-17 13:10:00,3227.4,912.92,54.98,24.31,5.31,0.0,3.2274000000000003
2019-07-17 14:10:00,2556.76,712.72,44.86,23.9,5.72,0.0,2.55676
2019-07-17 15:10:00,1852.78,520.76,34.1,23.72,5.45,0.0,1.8527799999999999
2019-07-17 16:10:00,985.86,302.34,23.25,23.71,4.83,0.0,0.98586
2019-07-17 17:10:00,254.07,104.93,12.65,23.5,4.14,0.0,0.25407
2019-07-17 18:10:00,10.89,11.47,2.59,23.27,3.45,0.0,0.01089
2019-07-17 19:10:00,0.0,0.0,0.0,22.75,3.24,0.0,0.0
2019-07-17 20:10:00,0.0,0.0,0.0,22.21,2.76,0.0,0.0
2019-07-17 21:10:00,0.0,0.0,0.0,22.02,2.28,0.0,0.0
2019-07-17 22:10:00,0.0,0.0,0.0,20.85,2.07,0.0,0.0
2019-07-17 23:10:00,0.0,0.0,0.0,20.67,1.79,0.0,0.0
2019-07-18 00:10:00,0.0,0.0,0.0,20.5,1.79,0.0,0.0
2019-07-18 01:10:00,0.0,0.0,0.0,20.21,1.79,0.0,0.0
2019-07-18 02:10:00,0.0,0.0,0.0,19.79,1.79,0.0,0.0
2019-07-18 03:10:00,0.0,0.0,0.0,20.0,1.79,0.0,0.0
2019-07-18 04:10:00,76.36,34.4,5.82,20.15,1.79,0.0,0.07636
2019-07-18 05:10:00,450.31,158.71,16.1,20.84,1.72,0.0,0.45031
2019-07-18 06:10:00,1170.63,344.45,26.83,21.65,1.17,0.0,1.17063
2019-07-18 07:10:00,1916.73,554.33,37.69,22.43,0.41,0.0,1.91673
2019-07-18 08:10:00,2551.68,737.81,48.3,23.02,1.45,0.0,2.5516799999999997
2019-07-18 09:10:00,2956.23,856.99,57.98,23.26,2.34,0.0,2.95623
2019-07-18 10:10:00,3379.28,985.77,65.26,23.86,3.1,0.0,3.37928
2019-07-18 11:10:00,3233.34,936.6,67.44,23.94,3.52,0.0,3.23334
2019-07-18 12:10:00,3042.0,884.45,63.2,24.14,2.83,0.0,3.042
2019-07-18 13:10:00,2947.77,856.6,54.87,24.33,2.41,0.0,2.94777
2019-07-18 14:10:00,2316.51,662.54,44.76,24.21,2.41,0.0,2.31651
2019-07-18 15:10:00,1692.72,484.11,34.01,24.23,2.76,0.0,1.69272
2019-07-18 16:10:00,917.82,281.16,23.16,24.08,2.97,0.0,0.9178200000000001
2019-07-18 17:10:00,257.85,104.13,12.55,23.54,2.21,0.0,0.25785
2019-07-18 18:10:00,8.82,10.51,2.48,22.87,1.52,0.0,0.00882
2019-07-18 19:10:00,0.0,0.0,0.0,23.28,0.83,0.0,0.0
2019-07-18 20:10:00,0.0,0.0,0.0,22.82,0.97,0.0,0.0
2019-07-18 21:10:00,0.0,0.0,0.0,22.7,1.24,0.0,0.0
2019-07-18 22:10:00,0.0,0.0,0.0,21.25,1.52,0.0,0.0
2019-07-18 23:10:00,0.0,0.0,0.0,21.25,2.14,0.0,0.0
2019-07-19 00:10:00,0.0,0.0,0.0,21.26,2.07,0.0,0.0
2019-07-19 01:10:00,0.0,0.0,0.0,21.16,1.72,0.0,0.0
2019-07-19 02:10:00,0.0,0.0,0.0,20.78,1.45,0.0,0.0
2019-07-19 03:10:00,0.0,0.0,0.0,20.76,1.52,0.0,0.0
2019-07-19 04:10:00,67.1,31.53,5.68,20.76,1.93,0.0,0.06709999999999999
2019-07-19 05:10:00,437.76,153.46,15.97,21.29,2.07,0.0,0.43776
2019-07-19 06:10:00,1163.75,341.77,26.7,21.94,1.86,0.0,1.16375
2019-07-19 07:10:00,1927.12,551.97,37.57,22.71,1.24,0.0,1.92712
2019-07-19 08:10:00,2607.88,753.28,48.17,23.36,1.66,0.0,2.60788
2019-07-19 09:10:00,3072.64,892.11,57.83,23.6,2.48,0.0,3.07264
2019-07-19 10:10:00,3416.89,1002.56,65.09,23.76,2.69,0.0,3.41689
2019-07-19 11:10:00,3405.24,995.76,67.26,23.92,3.03,0.0,3.4052399999999996
2019-07-19 12:10:00,3222.18,929.13,63.06,23.95,3.66,0.0,3.22218
2019-07-19 13:10:00,3126.28,894.75,54.75,23.68,3.52,0.0,3.1262800000000004
2019-07-19 14:10:00,2406.02,684.1,44.66,23.99,2.9,0.0,2.40602
2019-07-19 15:10:00,1768.05,505.19,33.91,24.12,2.76,0.0,1.76805
2019-07-19 16:10:00,932.85,287.56,23.06,23.84,2.34,0.0,0.9328500000000001
2019-07-19 17:10:00,233.59,102.47,12.44,23.57,1.72,0.0,0.23359
2019-07-19 18:10:00,8.78,10.51,2.36,23.16,1.86,0.0,0.00878
2019-07-19 19:10:00,0.0,0.0,0.0,23.04,1.72,0.0,0.0
2019-07-19 20:10:00,0.0,0.0,0.0,22.65,1.59,0.0,0.0
2019-07-19 21:10:00,0.0,0.0,0.0,21.89,1.86,0.0,0.0
2019-07-19 22:10:00,0.0,0.0,0.0,21.08,1.93,0.0,0.0
2019-07-19 23:10:00,0.0,0.0,0.0,21.06,2.07,0.0,0.0
2019-07-20 00:10:00,0.0,0.0,0.0,21.2,2.14,0.0,0.0
2019-07-20 01:10:00,0.0,0.0,0.0,21.1,2.07,0.0,0.0
2019-07-20 02:10:00,0.0,0.0,0.0,20.72,1.93,0.0,0.0
2019-07-20 03:10:00,0.0,0.0,0.0,20.8,1.72,0.0,0.0
2019-07-20 04:10:00,67.05,31.53,5.54,20.86,1.45,0.0,0.06705
2019-07-20 05:10:00,429.93,156.14,15.84,21.49,1.45,0.0,0.42993000000000003
2019-07-20 06:10:00,1216.94,361.01,26.58,22.42,1.1,0.0,1.2169400000000001
2019-07-20 07:10:00,1967.67,576.49,37.44,23.57,0.0,0.0,1.96767
2019-07-20 08:10:00,2615.04,762.92,48.03,23.76,1.17,0.0,2.61504
2019-07-20 09:10:00,3025.76,888.53,57.68,24.07,1.86,0.0,3.02576
2019-07-20 10:10:00,3403.58,1009.45,64.91,24.27,2.21,0.0,3.40358
2019-07-20 11:10:00,3335.18,979.1,67.08,24.75,2.97,0.0,3.33518
2019-07-20 12:10:00,3182.08,924.3,62.91,24.85,3.38,0.0,3.18208
2019-07-20 13:10:00,3079.94,887.05,54.62,25.13,3.59,0.0,3.07994
2019-07-20 14:10:00,2382.88,677.47,44.55,25.17,3.59,0.0,2.38288
2019-07-20 15:10:00,1825.74,522.65,33.81,25.08,3.17,0.0,1.82574
2019-07-20 16:10:00,962.91,300.27,22.95,24.79,2.62,0.0,0.9629099999999999
2019-07-20 17:10:00,234.58,101.39,12.33,24.25,2.21,0.0,0.23458
2019-07-20 18:10:00,8.73,10.51,2.24,24.12,1.93,0.0,0.00873
2019-07-20 19:10:00,0.0,0.0,0.0,23.93,1.72,0.0,0.0
2019-07-20 20:10:00,0.0,0.0,0.0,22.67,1.66,0.0,0.0
2019-07-20 21:10:00,0.0,0.0,0.0,22.07,1.79,0.0,0.0
2019-07-20 22:10:00,0.0,0.0,0.0,21.46,1.38,0.0,0.0
2019-07-20 23:10:00,0.0,0.0,0.0,21.48,1.72,0.0,0.0
2019-07-21 00:10:00,0.0,0.0,0.0,21.41,1.86,0.0,0.0
2019-07-21 01:10:00,0.0,0.0,0.0,21.21,1.79,0.0,0.0
2019-07-21 02:10:00,0.0,0.0,0.0,20.96,1.72,0.0,0.0
2019-07-21 03:10:00,0.0,0.0,0.0,21.2,1.86,0.0,0.0
2019-07-21 04:10:00,66.91,31.53,5.4,21.23,1.86,0.0,0.06691
2019-07-21 05:10:00,427.77,154.95,15.71,21.76,1.59,0.0,0.42777
2019-07-21 06:10:00,1186.74,351.89,26.45,22.58,1.17,0.0,1.18674
2019-07-21 07:10:00,1885.5,548.41,37.31,23.88,0.48,0.0,1.8855
2019-07-21 08:10:00,2389.0,695.22,47.9,24.3,1.24,0.0,2.389
2019-07-21 09:10:00,2881.53,843.02,57.53,24.81,2.14,0.0,2.88153
2019-07-21 10:10:00,3189.11,942.56,64.73,25.31,2.41,0.0,3.1891100000000003
2019-07-21 11:10:00,3135.56,916.09,66.89,25.7,3.38,0.0,3.13556
2019-07-21 12:10:00,3047.04,882.17,62.75,25.84,3.93,0.0,3.04704
2019-07-21 13:10:00,2844.0,814.53,54.49,25.75,4.21,0.0,2.844
2019-07-21 14:10:00,2197.58,623.75,44.43,25.66,4.14,0.0,2.19758
2019-07-21 15:10:00,1702.53,486.9,33.7,25.5,3.79,0.0,1.7025299999999999
2019-07-21 16:10:00,941.44,292.67,22.84,25.4,3.31,0.0,0.94144
2019-07-21 17:10:00,231.93,100.5,12.21,25.05,2.69,0.0,0.23193
2019-07-21 18:10:00,0.0,0.0,0.0,24.52,2.69,0.0,0.0
2019-07-21 19:10:00,0.0,0.0,0.0,23.88,2.76,0.0,0.0
2019-07-21 20:10:00,0.0,0.0,0.0,23.55,2.62,0.0,0.0
2019-07-21 21:10:00,0.0,0.0,0.0,23.48,2.41,0.0,0.0
2019-07-21 22:10:00,0.0,0.0,0.0,22.98,2.48,0.0,0.0
2019-07-21 23:10:00,0.0,0.0,0.0,22.8,2.62,0.0,0.0
2019-07-22 00:10:00,0.0,0.0,0.0,22.53,2.69,0.0,0.0
2019-07-22 01:10:00,0.0,0.0,0.0,22.32,2.62,0.0,0.0
2019-07-22 02:10:00,0.0,0.0,0.0,22.05,2.76,0.0,0.0
2019-07-22 03:10:00,0.0,0.0,0.0,22.09,2.9,0.0,0.0
2019-07-22 04:10:00,54.99,27.71,5.25,22.0,3.24,0.0,0.054990000000000004
2019-07-22 05:10:00,415.48,146.89,15.57,22.61,3.66,0.0,0.41548
2019-07-22 06:10:00,1152.72,340.95,26.31,24.17,3.24,0.0,1.15272
2019-07-22 07:10:00,1950.26,558.17,37.17,25.42,2.69,0.0,1.9502599999999999
2019-07-22 08:10:00,2566.89,744.67,47.75,26.25,2.34,0.0,2.56689
2019-07-22 09:10:00,2947.9,878.9,57.37,27.6,1.93,0.0,2.9479
2019-07-22 10:10:00,3137.49,953.35,64.54,28.79,1.79,0.0,3.1374899999999997
2019-07-22 11:10:00,3256.96,999.13,66.7,27.71,1.31,0.0,3.25696
2019-07-22 12:10:00,268.42,92.69,62.58,27.57,1.17,0.0,0.26842
2019-07-22 13:10:00,191.25,70.25,54.36,27.37,2.62,0.0,0.19125
2019-07-22 14:10:00,278.14,94.64,44.31,26.02,2.62,0.0,0.27814
2019-07-22 15:10:00,295.16,99.52,33.58,26.48,3.52,0.0,0.29516000000000003
2019-07-22 16:10:00,905.49,283.0,22.73,26.58,3.45,0.0,0.90549
2019-07-22 17:10:00,242.96,96.1,12.09,26.05,2.76,0.0,0.24296
2019-07-22 18:10:00,0.0,0.0,0.0,25.36,2.69,0.0,0.0
2019-07-22 19:10:00,0.0,0.0,0.0,24.77,3.17,0.0,0.0
2019-07-22 20:10:00,0.0,0.0,0.0,24.52,3.24,0.0,0.0
2019-07-22 21:10:00,0.0,0.0,0.0,24.33,3.17,0.0,0.0
2019-07-22 22:10:00,0.0,0.0,0.0,23.64,2.55,0.0,0.0
2019-07-22 23:10:00,0.0,0.0,0.0,23.15,2.69,0.0,0.0
2019-07-23 00:10:00,0.0,0.0,0.0,22.71,3.31,0.0,0.0
2019-07-23 01:10:00,0.0,0.0,0.0,22.34,3.45,0.0,0.0
2019-07-23 02:10:00,0.0,0.0,0.0,22.0,3.59,0.0,0.0
2019-07-23 03:10:00,0.0,0.0,0.0,21.99,3.52,0.0,0.0
2019-07-23 04:10:00,60.84,29.62,5.11,21.9,3.45,0.0,0.060840000000000005
2019-07-23 05:10:00,410.22,146.76,15.43,22.41,3.24,0.0,0.41022000000000003
2019-07-23 06:10:00,1117.66,330.04,26.18,23.27,2.48,0.0,1.11766
2019-07-23 07:10:00,1894.46,540.89,37.04,24.2,2.28,0.0,1.89446
2019-07-23 08:10:00,2461.91,712.36,47.61,25.14,2.0,0.0,2.46191
2019-07-23 09:10:00,2879.91,855.52,57.2,25.9,1.52,0.0,2.8799099999999997
2019-07-23 10:10:00,3025.17,912.23,64.35,26.55,1.38,0.0,3.02517
2019-07-23 11:10:00,3100.1,926.92,66.5,26.76,2.07,0.0,3.1001
2019-07-23 12:10:00,2966.4,874.64,62.41,26.95,2.69,0.0,2.9664
2019-07-23 13:10:00,2710.35,787.24,54.21,27.28,3.31,0.0,2.71035
2019-07-23 14:10:00,2056.32,585.84,44.19,27.04,4.62,0.0,2.0563200000000004
2019-07-23 15:10:00,1678.0,480.53,33.46,26.77,4.83,0.0,1.678
2019-07-23 16:10:00,887.67,275.78,22.61,26.42,4.34,0.0,0.88767
2019-07-23 17:10:00,228.74,96.71,11.96,26.03,3.52,0.0,0.22874
2019-07-23 18:10:00,0.0,0.0,0.0,25.38,2.83,0.0,0.0
2019-07-23 19:10:00,0.0,0.0,0.0,25.27,2.97,0.0,0.0
2019-07-23 20:10:00,0.0,0.0,0.0,24.9,3.52,0.0,0.0
2019-07-23 21:10:00,0.0,0.0,0.0,24.52,3.31,0.0,0.0
2019-07-23 22:10:00,0.0,0.0,0.0,23.94,2.48,0.0,0.0
2019-07-23 23:10:00,0.0,0.0,0.0,23.66,2.14,0.0,0.0
2019-07-24 00:10:00,0.0,0.0,0.0,23.4,2.41,0.0,0.0
2019-07-24 01:10:00,0.0,0.0,0.0,23.13,2.69,0.0,0.0
2019-07-24 02:10:00,0.0,0.0,0.0,22.75,2.83,0.0,0.0
2019-07-24 03:10:00,0.0,0.0,0.0,22.66,2.76,0.0,0.0
2019-07-24 04:10:00,57.74,28.67,4.96,22.43,2.76,0.0,0.05774
2019-07-24 05:10:00,405.94,151.67,15.29,22.93,2.83,0.0,0.40594
2019-07-24 06:10:00,1205.82,358.2,26.04,23.73,2.34,0.0,1.20582
2019-07-24 07:10:00,1978.42,568.97,36.9,24.65,1.79,0.0,1.97842
2019-07-24 08:10:00,2583.67,758.68,47.46,26.02,1.45,0.0,2.58367
2019-07-24 09:10:00,2952.68,891.12,57.04,26.52,1.03,0.0,2.95268
2019-07-24 10:10:00,3340.35,1007.88,64.16,27.0,2.0,0.0,3.34035
2019-07-24 11:10:00,3320.96,1002.03,66.29,27.33,2.14,0.0,3.32096
2019-07-24 12:10:00,3294.54,973.98,62.23,27.59,3.31,0.0,3.29454
2019-07-24 13:10:00,3032.46,879.89,54.07,27.55,4.0,0.0,3.03246
2019-07-24 14:10:00,2397.15,685.95,44.05,27.46,4.21,0.0,2.39715
2019-07-24 15:10:00,1796.94,517.61,33.34,27.43,4.14,0.0,1.79694
2019-07-24 16:10:00,931.46,292.97,22.48,27.17,4.0,0.0,0.9314600000000001
2019-07-24 17:10:00,216.76,95.95,11.83,26.37,3.86,0.0,0.21675999999999998
2019-07-24 18:10:00,0.0,0.0,0.0,25.77,3.17,0.0,0.0
2019-07-24 19:10:00,0.0,0.0,0.0,25.03,2.48,0.0,0.0
2019-07-24 20:10:00,0.0,0.0,0.0,24.73,2.41,0.0,0.0
2019-07-24 21:10:00,0.0,0.0,0.0,24.36,2.97,0.0,0.0
2019-07-24 22:10:00,0.0,0.0,0.0,23.53,2.76,0.0,0.0
2019-07-24 23:10:00,0.0,0.0,0.0,23.12,3.45,0.0,0.0
2019-07-25 00:10:00,0.0,0.0,0.0,22.93,3.66,0.0,0.0
2019-07-25 01:10:00,0.0,0.0,0.0,22.74,3.59,0.0,0.0
2019-07-25 02:10:00,0.0,0.0,0.0,22.38,3.59,0.0,0.0
2019-07-25 03:10:00,0.0,0.0,0.0,22.26,3.45,0.0,0.0
2019-07-25 04:10:00,52.16,26.75,4.8,21.94,3.31,0.0,0.05216
2019-07-25 05:10:00,406.08,153.86,15.15,22.53,3.24,0.0,0.40608
2019-07-25 06:10:00,1216.84,359.86,25.9,23.21,2.76,0.0,1.21684
2019-07-25 07:10:00,2027.43,580.98,36.76,24.23,2.0,0.0,2.02743
2019-07-25 08:10:00,2577.69,758.48,47.31,25.23,1.1,0.0,2.57769
2019-07-25 09:10:00,3039.03,926.46,56.87,25.88,0.62,0.0,3.0390300000000003
2019-07-25 10:10:00,3362.36,1018.12,63.96,26.4,1.72,0.0,3.3623600000000002
2019-07-25 11:10:00,3493.89,1036.95,66.08,26.51,3.17,0.0,3.49389
2019-07-25 12:10:00,3406.14,996.81,62.04,26.61,3.93,0.0,3.4061399999999997
2019-07-25 13:10:00,2934.54,844.28,53.91,26.62,4.34,0.0,2.93454
2019-07-25 14:10:00,2330.64,662.64,43.92,26.35,4.41,0.0,2.33064
2019-07-25 15:10:00,1826.19,524.33,33.21,26.18,3.66,0.0,1.82619
2019-07-25 16:10:00,933.66,292.99,22.35,25.92,2.76,0.0,0.9336599999999999
2019-07-25 17:10:00,218.74,96.23,11.69,25.4,1.86,0.0,0.21874000000000002
2019-07-25 18:10:00,0.0,0.0,0.0,24.89,1.1,0.0,0.0
2019-07-25 19:10:00,0.0,0.0,0.0,24.74,0.83,0.0,0.0
2019-07-25 20:10:00,0.0,0.0,0.0,24.49,1.17,0.0,0.0
2019-07-25 21:10:00,0.0,0.0,0.0,23.82,1.59,0.0,0.0
2019-07-25 22:10:00,0.0,0.0,0.0,22.69,1.17,0.0,0.0
2019-07-25 23:10:00,0.0,0.0,0.0,22.99,0.9,0.0,0.0
2019-07-26 00:10:00,0.0,0.0,0.0,23.34,0.55,0.0,0.0
2019-07-26 01:10:00,0.0,0.0,0.0,22.85,0.34,0.0,0.0
2019-07-26 02:10:00,0.0,0.0,0.0,22.48,0.76,0.0,0.0
2019-07-26 03:10:00,0.0,0.0,0.0,22.3,0.69,0.0,0.0
2019-07-26 04:10:00,32.8,20.07,4.65,22.11,1.24,0.0,0.032799999999999996
2019-07-26 05:10:00,390.1,137.89,15.0,22.81,1.38,0.0,0.3901
2019-07-26 06:10:00,1099.84,327.71,25.76,23.4,1.24,0.0,1.09984
2019-07-26 07:10:00,1805.22,519.83,36.62,23.95,1.24,0.0,1.80522
2019-07-26 08:10:00,2426.54,701.03,47.16,24.63,1.86,0.0,2.42654
2019-07-26 09:10:00,2889.68,838.06,56.69,24.91,2.76,0.0,2.88968
2019-07-26 10:10:00,3197.56,936.85,63.76,25.69,3.1,0.0,3.1975599999999997
2019-07-26 11:10:00,3104.28,894.97,65.87,25.79,4.55,0.0,3.10428
2019-07-26 12:10:00,3073.59,889.37,61.85,25.82,3.93,0.0,3.0735900000000003
2019-07-26 13:10:00,2657.74,764.71,53.75,25.87,3.45,0.0,2.65774
2019-07-26 14:10:00,2204.82,629.97,43.77,26.07,3.38,0.0,2.2048200000000002
2019-07-26 15:10:00,1670.49,482.87,33.07,26.08,2.55,0.0,1.67049
2019-07-26 16:10:00,881.78,276.9,22.21,25.75,1.66,0.0,0.88178
2019-07-26 17:10:00,216.04,92.84,11.55,25.26,1.59,0.0,0.21603999999999998
2019-07-26 18:10:00,0.0,0.0,0.0,24.95,1.45,0.0,0.0
2019-07-26 19:10:00,0.0,0.0,0.0,25.05,1.59,0.0,0.0
