time,P,G(i),H_sun,T2m,WS10m,Int,ac_power_kw
2019-01-01 00:10:00,0.0,0.0,0.0,6.42,5.1,0.0,0.0
2019-01-01 01:10:00,0.0,0.0,0.0,6.48,5.31,0.0,0.0
2019-01-01 02:10:00,0.0,0.0,0.0,6.42,5.31,0.0,0.0
2019-01-01 03:10:00,0.0,0.0,0.0,6.01,5.1,0.0,0.0
2019-01-01 04:10:00,0.0,0.0,0.0,5.71,4.41,0.0,0.0
2019-01-01 05:10:00,0.0,0.0,0.0,5.65,3.72,0.0,0.0
2019-01-01 06:10:00,0.0,0.0,0.0,5.6,3.24,0.0,0.0
2019-01-01 07:10:00,502.92,155.23,5.53,5.69,2.9,0.0,0.50292
2019-01-01 08:10:00,1591.34,422.8,13.21,6.21,2.41,0.0,1.59134
2019-01-01 09:10:00,2190.51,575.76,19.07,6.73,2.0,0.0,2.19051
2019-01-01 10:10:00,2594.97,691.55,22.6,7.54,1.45,0.0,2.59497
2019-01-01 11:10:00,2631.15,697.91,23.41,8.05,2.07,0.0,2.63115
2019-01-01 12:10:00,2282.58,605.43,21.41,8.57,1.86,0.0,2.28258
2019-01-01 13:10:00,1851.48,493.52,16.82,8.95,1.79,0.0,1.85148
2019-01-01 14:10:00,965.66,269.61,10.12,9.1,2.14,0.0,0.96566
2019-01-01 15:10:00,0.0,0.0,0.0,9.24,2.69,0.0,0.0
2019-01-01 16:10:00,0.0,0.0,0.0,8.9,2.07,0.0,0.0
2019-01-01 17:10:00,0.0,0.0,0.0,7.8,1.66,0.0,0.0
2019-01-01 18:10:00,0.0,0.0,0.0,6.92,2.0,0.0,0.0
2019-01-01 19:10:00,0.0,0.0,0.0,6.44,2.0,0.0,0.0
2019-01-01 20:10:00,0.0,0.0,0.0,6.16,1.86,0.0,0.0
2019-01-01 21:10:00,0.0,0.0,0.0,5.92,2.0,0.0,0.0
2019-01-01 22:10:00,0.0,0.0,0.0,5.8,2.41,0.0,0.0
2019-01-01 23:10:00,0.0,0.0,0.0,5.65,1.93,0.0,0.0
2019-01-02 00:10:00,0.0,0.0,0.0,5.76,1.17,0.0,0.0
2019-01-02 01:10:00,0.0,0.0,0.0,5.79,1.1,0.0,0.0
2019-01-02 02:10:00,0.0,0.0,0.0,5.65,1.45,0.0,0.0
2019-01-02 03:10:00,0.0,0.0,0.0,5.7,1.1,0.0,0.0
2019-01-02 04:10:00,0.0,0.0,0.0,5.8,0.76,0.0,0.0
2019-01-02 05:10:00,0.0,0.0,0.0,5.81,0.28,0.0,0.0
2019-01-02 06:10:00,0.0,0.0,0.0,6.04,1.03,0.0,0.0
2019-01-02 07:10:00,137.43,51.65,5.54,6.39,1.59,0.0,0.13743
2019-01-02 08:10:00,329.18,100.78,13.23,6.99,2.07,0.0,0.32918000000000003
2019-01-02 09:10:00,125.19,46.83,19.11,7.49,2.97,0.0,0.12519
2019-01-02 10:10:00,196.47,66.35,22.67,8.12,4.34,0.0,0.19647
2019-01-02 11:10:00,1254.78,329.36,23.5,7.89,5.38,0.0,1.25478
2019-01-02 12:10:00,2298.92,594.6,21.51,7.8,4.76,0.0,2.29892
2019-01-02 13:10:00,1899.0,493.76,16.94,7.74,5.03,0.0,1.899
2019-01-02 14:10:00,652.77,184.49,10.25,7.38,5.66,0.0,0.65277
2019-01-02 15:10:00,0.0,0.0,0.0,6.88,5.52,0.0,0.0
2019-01-02 16:10:00,0.0,0.0,0.0,6.24,5.59,0.0,0.0
2019-01-02 17:10:00,0.0,0.0,0.0,5.92,5.52,0.0,0.0
2019-01-02 18:10:00,0.0,0.0,0.0,5.62,5.72,0.0,0.0
2019-01-02 19:10:00,0.0,0.0,0.0,5.44,6.21,0.0,0.0
2019-01-02 20:10:00,0.0,0.0,0.0,5.15,6.41,0.0,0.0
2019-01-02 21:10:00,0.0,0.0,0.0,4.8,6.62,0.0,0.0
2019-01-02 22:10:00,0.0,0.0,0.0,4.47,5.79,0.0,0.0
2019-01-02 23:10:00,0.0,0.0,0.0,4.38,6.9,0.0,0.0
2019-01-03 00:10:00,0.0,0.0,0.0,4.39,8.21,0.0,0.0
2019-01-03 01:10:00,0.0,0.0,0.0,4.17,9.45,0.0,0.0
2019-01-03 02:10:00,0.0,0.0,0.0,3.54,10.0,0.0,0.0
2019-01-03 03:10:00,0.0,0.0,0.0,2.98,10.07,0.0,0.0
2019-01-03 04:10:00,0.0,0.0,0.0,2.64,10.48,0.0,0.0
2019-01-03 05:10:00,0.0,0.0,0.0,2.3,11.17,0.0,0.0
2019-01-03 06:10:00,0.0,0.0,0.0,2.0,11.38,0.0,0.0
2019-01-03 07:10:00,484.74,146.59,5.55,1.63,10.9,0.0,0.48474
2019-01-03 08:10:00,1631.34,414.68,13.26,1.32,9.24,0.0,1.63134
2019-01-03 09:10:00,2380.91,591.07,19.16,1.34,8.41,0.0,2.3809099999999996
2019-01-03 10:10:00,2734.34,682.15,22.74,1.87,6.83,0.0,2.73434
2019-01-03 11:10:00,2775.33,692.97,23.6,1.93,6.69,0.0,2.77533
2019-01-03 12:10:00,2546.05,635.55,21.63,2.08,6.97,0.0,2.54605
2019-01-03 13:10:00,2050.6,516.1,17.07,2.31,7.03,0.0,2.0505999999999998
2019-01-03 14:10:00,1380.2,363.43,10.39,2.34,7.31,0.0,1.3802
2019-01-03 15:10:00,0.0,0.0,0.0,2.07,7.17,0.0,0.0
2019-01-03 16:10:00,0.0,0.0,0.0,1.77,7.03,0.0,0.0
2019-01-03 17:10:00,0.0,0.0,0.0,1.53,6.62,0.0,0.0
2019-01-03 18:10:00,0.0,0.0,0.0,1.38,6.48,0.0,0.0
2019-01-03 19:10:00,0.0,0.0,0.0,1.42,6.07,0.0,0.0
2019-01-03 20:10:00,0.0,0.0,0.0,1.47,5.66,0.0,0.0
2019-01-03 21:10:00,0.0,0.0,0.0,1.42,5.17,0.0,0.0
2019-01-03 22:10:00,0.0,0.0,0.0,0.98,4.97,0.0,0.0
2019-01-03 23:10:00,0.0,0.0,0.0,1.06,5.52,0.0,0.0
2019-01-04 00:10:00,0.0,0.0,0.0,1.21,6.28,0.0,0.0
2019-01-04 01:10:00,0.0,0.0,0.0,1.26,7.03,0.0,0.0
2019-01-04 02:10:00,0.0,0.0,0.0,1.25,7.59,0.0,0.0
2019-01-04 03:10:00,0.0,0.0,0.0,1.03,7.66,0.0,0.0
2019-01-04 04:10:00,0.0,0.0,0.0,0.86,8.14,0.0,0.0
2019-01-04 05:10:00,0.0,0.0,0.0,0.61,8.0,0.0,0.0
2019-01-04 06:10:00,0.0,0.0,0.0,0.32,8.07,0.0,0.0
2019-01-04 07:10:00,526.05,157.21,5.57,0.18,8.14,0.0,0.5260499999999999
2019-01-04 08:10:00,489.38,136.87,13.3,0.38,8.07,0.0,0.48938
2019-01-04 09:10:00,2364.8,586.43,19.22,0.84,8.0,0.0,2.3648000000000002
2019-01-04 10:10:00,2863.98,711.36,22.82,1.32,7.38,0.0,2.86398
2019-01-04 11:10:00,2779.65,689.34,23.7,1.56,8.0,0.0,2.77965
2019-01-04 12:10:00,2044.76,508.34,21.75,1.61,8.21,0.0,2.04476
2019-01-04 13:10:00,2077.47,519.54,17.2,1.65,8.14,0.0,2.07747
2019-01-04 14:10:00,1362.28,356.62,10.53,1.51,8.0,0.0,1.36228
2019-01-04 15:10:00,0.0,0.0,0.0,1.23,7.66,0.0,0.0
2019-01-04 16:10:00,0.0,0.0,0.0,0.93,7.72,0.0,0.0
2019-01-04 17:10:00,0.0,0.0,0.0,0.57,7.52,0.0,0.0
2019-01-04 18:10:00,0.0,0.0,0.0,0.4,7.03,0.0,0.0
2019-01-04 19:10:00,0.0,0.0,0.0,0.22,5.93,0.0,0.0
2019-01-04 20:10:00,0.0,0.0,0.0,0.14,4.21,0.0,0.0
2019-01-04 21:10:00,0.0,0.0,0.0,0.2,3.17,0.0,0.0
2019-01-04 22:10:00,0.0,0.0,0.0,0.29,3.38,0.0,0.0
2019-01-04 23:10:00,0.0,0.0,0.0,0.3,3.79,0.0,0.0
2019-01-05 00:10:00,0.0,0.0,0.0,0.27,4.21,0.0,0.0
2019-01-05 01:10:00,0.0,0.0,0.0,0.2,4.62,0.0,0.0
2019-01-05 02:10:00,0.0,0.0,0.0,0.27,4.76,0.0,0.0
2019-01-05 03:10:00,0.0,0.0,0.0,0.39,4.55,0.0,0.0
2019-01-05 04:10:00,0.0,0.0,0.0,0.6,4.21,0.0,0.0
2019-01-05 05:10:00,0.0,0.0,0.0,0.85,4.07,0.0,0.0
2019-01-05 06:10:00,0.0,0.0,0.0,1.23,3.52,0.0,0.0
2019-01-05 07:10:00,256.91,84.64,5.59,1.6,3.66,0.0,0.25691
2019-01-05 08:10:00,1551.82,402.56,13.34,2.29,3.66,0.0,1.55182
2019-01-05 09:10:00,2107.85,537.73,19.29,2.94,3.45,0.0,2.10785
2019-01-05 10:10:00,849.02,226.75,22.92,3.99,3.66,0.0,0.84902
2019-01-05 11:10:00,2633.22,675.45,23.82,4.87,4.0,0.0,2.6332199999999997
2019-01-05 12:10:00,1438.7,372.24,21.88,5.55,4.21,0.0,1.4387
2019-01-05 13:10:00,538.11,151.94,17.34,5.8,4.69,0.0,0.53811
2019-01-05 14:10:00,171.45,59.13,10.67,5.75,4.76,0.0,0.17145
2019-01-05 15:10:00,0.0,0.0,0.0,5.56,4.62,0.0,0.0
2019-01-05 16:10:00,0.0,0.0,0.0,5.26,4.83,0.0,0.0
2019-01-05 17:10:00,0.0,0.0,0.0,5.06,4.83,0.0,0.0
2019-01-05 18:10:00,0.0,0.0,0.0,5.01,4.76,0.0,0.0
2019-01-05 19:10:00,0.0,0.0,0.0,5.03,4.55,0.0,0.0
2019-01-05 20:10:00,0.0,0.0,0.0,4.89,4.55,0.0,0.0
2019-01-05 21:10:00,0.0,0.0,0.0,5.01,4.76,0.0,0.0
2019-01-05 22:10:00,0.0,0.0,0.0,5.11,4.69,0.0,0.0
2019-01-05 23:10:00,0.0,0.0,0.0,5.18,4.62,0.0,0.0
2019-01-06 00:10:00,0.0,0.0,0.0,5.27,4.55,0.0,0.0
2019-01-06 01:10:00,0.0,0.0,0.0,5.27,4.21,0.0,0.0
2019-01-06 02:10:00,0.0,0.0,0.0,5.41,4.28,0.0,0.0
2019-01-06 03:10:00,0.0,0.0,0.0,5.38,4.62,0.0,0.0
2019-01-06 04:10:00,0.0,0.0,0.0,5.28,5.17,0.0,0.0
2019-01-06 05:10:00,0.0,0.0,0.0,5.33,5.52,0.0,0.0
2019-01-06 06:10:00,0.0,0.0,0.0,5.29,5.66,0.0,0.0
2019-01-06 07:10:00,291.96,95.77,5.62,5.61,4.9,0.0,0.29196
2019-01-06 08:10:00,240.98,77.44,13.39,5.88,4.0,0.0,0.24098
2019-01-06 09:10:00,368.96,110.33,19.36,6.17,3.17,0.0,0.36895999999999995
2019-01-06 10:10:00,545.13,155.14,23.01,6.91,2.28,0.0,0.54513
2019-01-06 11:10:00,1440.72,378.27,23.94,7.27,2.55,0.0,1.44072
2019-01-06 12:10:00,1570.59,410.11,22.02,7.56,3.38,0.0,1.57059
2019-01-06 13:10:00,2028.02,528.8,17.49,7.5,3.93,0.0,2.02802
2019-01-06 14:10:00,1184.36,321.33,10.82,7.13,4.28,0.0,1.1843599999999999
2019-01-06 15:10:00,4.05,7.81,2.53,6.36,4.97,0.0,0.00405
2019-01-06 16:10:00,0.0,0.0,0.0,5.33,5.1,0.0,0.0
2019-01-06 17:10:00,0.0,0.0,0.0,4.42,4.28,0.0,0.0
2019-01-06 18:10:00,0.0,0.0,0.0,4.0,3.66,0.0,0.0
2019-01-06 19:10:00,0.0,0.0,0.0,3.59,3.45,0.0,0.0
2019-01-06 20:10:00,0.0,0.0,0.0,3.52,3.24,0.0,0.0
2019-01-06 21:10:00,0.0,0.0,0.0,3.44,2.97,0.0,0.0
2019-01-06 22:10:00,0.0,0.0,0.0,3.38,2.48,0.0,0.0
2019-01-06 23:10:00,0.0,0.0,0.0,3.12,3.24,0.0,0.0
2019-01-07 00:10:00,0.0,0.0,0.0,3.2,3.86,0.0,0.0
2019-01-07 01:10:00,0.0,0.0,0.0,3.25,5.31,0.0,0.0
2019-01-07 02:10:00,0.0,0.0,0.0,2.98,5.31,0.0,0.0
2019-01-07 03:10:00,0.0,0.0,0.0,2.7,5.03,0.0,0.0
2019-01-07 04:10:00,0.0,0.0,0.0,2.51,4.83,0.0,0.0
2019-01-07 05:10:00,0.0,0.0,0.0,2.16,4.48,0.0,0.0
2019-01-07 06:10:00,0.0,0.0,0.0,1.82,3.66,0.0,0.0
2019-01-07 07:10:00,541.76,163.48,5.66,1.49,2.62,0.0,0.54176
2019-01-07 08:10:00,1590.84,414.62,13.45,1.36,1.86,0.0,1.5908399999999998
2019-01-07 09:10:00,2254.9,581.8,19.45,1.71,1.52,0.0,2.2549
2019-01-07 10:10:00,2544.75,657.68,23.12,2.52,1.86,0.0,2.54475
2019-01-07 11:10:00,2683.84,692.85,24.06,2.81,2.28,0.0,2.68384
2019-01-07 12:10:00,2417.22,620.37,22.16,3.17,2.76,0.0,2.41722
2019-01-07 13:10:00,2118.56,545.15,17.64,3.46,3.03,0.0,2.11856
2019-01-07 14:10:00,1379.38,368.07,10.98,3.49,3.03,0.0,1.37938
2019-01-07 15:10:00,24.98,16.99,2.69,3.26,2.83,0.0,0.02498
2019-01-07 16:10:00,0.0,0.0,0.0,2.47,3.1,0.0,0.0
2019-01-07 17:10:00,0.0,0.0,0.0,2.12,3.1,0.0,0.0
2019-01-07 18:10:00,0.0,0.0,0.0,1.71,2.83,0.0,0.0
2019-01-07 19:10:00,0.0,0.0,0.0,1.7,2.62,0.0,0.0
2019-01-07 20:10:00,0.0,0.0,0.0,1.5,2.62,0.0,0.0
2019-01-07 21:10:00,0.0,0.0,0.0,1.39,2.41,0.0,0.0
2019-01-07 22:10:00,0.0,0.0,0.0,1.72,2.21,0.0,0.0
2019-01-07 23:10:00,0.0,0.0,0.0,1.63,2.48,0.0,0.0
2019-01-08 00:10:00,0.0,0.0,0.0,1.47,2.14,0.0,0.0
2019-01-08 01:10:00,0.0,0.0,0.0,1.54,2.34,0.0,0.0
2019-01-08 02:10:00,0.0,0.0,0.0,1.59,2.48,0.0,0.0
2019-01-08 03:10:00,0.0,0.0,0.0,1.73,2.07,0.0,0.0
2019-01-08 04:10:00,0.0,0.0,0.0,1.48,1.59,0.0,0.0
2019-01-08 05:10:00,0.0,0.0,0.0,1.55,1.38,0.0,0.0
2019-01-08 06:10:00,0.0,0.0,0.0,1.64,1.59,0.0,0.0
2019-01-08 07:10:00,94.23,37.91,5.7,2.01,1.59,0.0,0.09423000000000001
2019-01-08 08:10:00,392.49,114.9,13.52,2.58,1.93,0.0,0.39249
2019-01-08 09:10:00,291.92,89.76,19.53,3.27,2.34,0.0,0.29192
2019-01-08 10:10:00,318.1,96.59,23.23,4.02,3.31,0.0,0.31810000000000005
2019-01-08 11:10:00,252.68,80.0,24.2,4.37,3.72,0.0,0.25268
2019-01-08 12:10:00,170.46,58.54,22.31,4.52,4.21,0.0,0.17046
2019-01-08 13:10:00,480.02,136.84,17.8,4.46,4.97,0.0,0.48002
2019-01-08 14:10:00,187.34,62.98,11.14,4.33,5.66,0.0,0.18734
2019-01-08 15:10:00,0.5,5.85,2.85,4.31,5.79,0.0,0.0005
2019-01-08 16:10:00,0.0,0.0,0.0,4.33,6.14,0.0,0.0
2019-01-08 17:10:00,0.0,0.0,0.0,4.42,6.14,0.0,0.0
2019-01-08 18:10:00,0.0,0.0,0.0,4.44,6.28,0.0,0.0
2019-01-08 19:10:00,0.0,0.0,0.0,4.13,6.28,0.0,0.0
2019-01-08 20:10:00,0.0,0.0,0.0,3.93,6.21,0.0,0.0
2019-01-08 21:10:00,0.0,0.0,0.0,4.26,6.0,0.0,0.0
2019-01-08 22:10:00,0.0,0.0,0.0,4.23,7.24,0.0,0.0
2019-01-08 23:10:00,0.0,0.0,0.0,4.2,7.31,0.0,0.0
2019-01-09 00:10:00,0.0,0.0,0.0,4.07,7.24,0.0,0.0
2019-01-09 01:10:00,0.0,0.0,0.0,4.02,7.31,0.0,0.0
2019-01-09 02:10:00,0.0,0.0,0.0,4.18,7.1,0.0,0.0
2019-01-09 03:10:00,0.0,0.0,0.0,4.13,6.83,0.0,0.0
2019-01-09 04:10:00,0.0,0.0,0.0,4.16,5.59,0.0,0.0
2019-01-09 05:10:00,0.0,0.0,0.0,4.13,4.69,0.0,0.0
2019-01-09 06:10:00,0.0,0.0,0.0,4.01,3.93,0.0,0.0
2019-01-09 07:10:00,590.9,177.67,5.76,3.82,3.03,0.0,0.5909
2019-01-09 08:10:00,1479.28,389.89,13.59,3.9,2.0,0.0,1.47928
2019-01-09 09:10:00,2352.92,613.79,19.63,4.72,1.93,0.0,2.35292
2019-01-09 10:10:00,2584.58,677.27,23.35,5.61,2.0,0.0,2.58458
2019-01-09 11:10:00,2423.52,638.98,24.34,6.82,1.72,0.0,2.42352
2019-01-09 12:10:00,2179.8,571.29,22.47,7.39,2.34,0.0,2.1798
2019-01-09 13:10:00,1747.62,456.16,17.96,7.18,3.45,0.0,1.74762
2019-01-09 14:10:00,1293.34,349.14,11.31,7.34,4.41,0.0,1.29334
2019-01-09 15:10:00,47.12,25.34,3.02,7.3,5.03,0.0,0.047119999999999995
2019-01-09 16:10:00,0.0,0.0,0.0,7.41,4.97,0.0,0.0
2019-01-09 17:10:00,0.0,0.0,0.0,6.82,4.9,0.0,0.0
2019-01-09 18:10:00,0.0,0.0,0.0,6.13,4.69,0.0,0.0
2019-01-09 19:10:00,0.0,0.0,0.0,5.37,4.21,0.0,0.0
2019-01-09 20:10:00,0.0,0.0,0.0,4.96,3.86,0.0,0.0
2019-01-09 21:10:00,0.0,0.0,0.0,4.42,4.14,0.0,0.0
2019-01-09 22:10:00,0.0,0.0,0.0,5.13,3.79,0.0,0.0
2019-01-09 23:10:00,0.0,0.0,0.0,4.97,4.14,0.0,0.0
2019-01-10 00:10:00,0.0,0.0,0.0,4.98,4.28,0.0,0.0
2019-01-10 01:10:00,0.0,0.0,0.0,4.89,4.83,0.0,0.0
2019-01-10 02:10:00,0.0,0.0,0.0,4.83,6.0,0.0,0.0
2019-01-10 03:10:00,0.0,0.0,0.0,4.81,7.52,0.0,0.0
2019-01-10 04:10:00,0.0,0.0,0.0,4.8,8.55,0.0,0.0
2019-01-10 05:10:00,0.0,0.0,0.0,4.77,8.76,0.0,0.0
2019-01-10 06:10:00,0.0,0.0,0.0,4.77,8.48,0.0,0.0
2019-01-10 07:10:00,388.12,121.38,5.81,4.75,8.69,0.0,0.38812
2019-01-10 08:10:00,1730.92,446.36,13.67,4.9,9.17,0.0,1.73092
2019-01-10 09:10:00,2058.26,518.77,19.73,4.99,9.52,0.0,2.05826
2019-01-10 10:10:00,2104.69,533.5,23.48,5.25,6.69,0.0,2.10469
2019-01-10 11:10:00,2450.34,620.58,24.49,5.47,6.9,0.0,2.45034
2019-01-10 12:10:00,1985.0,504.61,22.63,5.57,6.62,0.0,1.985
2019-01-10 13:10:00,1007.96,265.68,18.13,5.56,6.62,0.0,1.00796
2019-01-10 14:10:00,620.32,173.5,11.48,5.31,6.55,0.0,0.6203200000000001
2019-01-10 15:10:00,13.05,11.71,3.19,4.92,6.34,0.0,0.01305
2019-01-10 16:10:00,0.0,0.0,0.0,4.34,6.07,0.0,0.0
2019-01-10 17:10:00,0.0,0.0,0.0,3.93,5.38,0.0,0.0
2019-01-10 18:10:00,0.0,0.0,0.0,3.41,4.9,0.0,0.0
2019-01-10 19:10:00,0.0,0.0,0.0,3.07,4.41,0.0,0.0
2019-01-10 20:10:00,0.0,0.0,0.0,2.69,3.93,0.0,0.0
2019-01-10 21:10:00,0.0,0.0,0.0,2.36,3.66,0.0,0.0
2019-01-10 22:10:00,0.0,0.0,0.0,2.51,2.14,0.0,0.0
2019-01-10 23:10:00,0.0,0.0,0.0,2.45,3.17,0.0,0.0
2019-01-11 00:10:00,0.0,0.0,0.0,2.31,3.59,0.0,0.0
2019-01-11 01:10:00,0.0,0.0,0.0,2.29,3.86,0.0,0.0
2019-01-11 02:10:00,0.0,0.0,0.0,2.3,4.0,0.0,0.0
2019-01-11 03:10:00,0.0,0.0,0.0,2.27,4.07,0.0,0.0
2019-01-11 04:10:00,0.0,0.0,0.0,2.18,4.48,0.0,0.0
2019-01-11 05:10:00,0.0,0.0,0.0,2.21,5.17,0.0,0.0
2019-01-11 06:10:00,0.0,0.0,0.0,2.12,5.45,0.0,0.0
2019-01-11 07:10:00,689.54,202.85,5.88,2.03,5.59,0.0,0.6895399999999999
2019-01-11 08:10:00,1582.29,407.55,13.75,2.44,5.59,0.0,1.58229
2019-01-11 09:10:00,2334.83,591.1,19.84,3.05,5.03,0.0,2.3348299999999997
2019-01-11 10:10:00,2685.87,686.03,23.61,4.08,4.21,0.0,2.68587
2019-01-11 11:10:00,2674.8,683.98,24.64,4.36,4.21,0.0,2.6748000000000003
2019-01-11 12:10:00,2474.87,631.02,22.8,4.52,4.62,0.0,2.4748699999999997
2019-01-11 13:10:00,2245.46,577.5,18.31,4.59,3.86,0.0,2.24546
2019-01-11 14:10:00,1341.18,357.43,11.66,4.34,3.31,0.0,1.34118
2019-01-11 15:10:00,61.56,30.0,3.36,3.65,3.52,0.0,0.061560000000000004
2019-01-11 16:10:00,0.0,0.0,0.0,2.98,3.79,0.0,0.0
2019-01-11 17:10:00,0.0,0.0,0.0,2.05,3.86,0.0,0.0
2019-01-11 18:10:00,0.0,0.0,0.0,1.37,3.79,0.0,0.0
2019-01-11 19:10:00,0.0,0.0,0.0,1.01,3.72,0.0,0.0
2019-01-11 20:10:00,0.0,0.0,0.0,0.7,3.59,0.0,0.0
2019-01-11 21:10:00,0.0,0.0,0.0,0.61,3.45,0.0,0.0
2019-01-11 22:10:00,0.0,0.0,0.0,0.25,3.66,0.0,0.0
2019-01-11 23:10:00,0.0,0.0,0.0,0.1,4.21,0.0,0.0
2019-01-12 00:10:00,0.0,0.0,0.0,-0.21,4.34,0.0,0.0
2019-01-12 01:10:00,0.0,0.0,0.0,-0.59,4.21,0.0,0.0
2019-01-12 02:10:00,0.0,0.0,0.0,-1.11,4.14,0.0,0.0
2019-01-12 03:10:00,0.0,0.0,0.0,-1.35,4.34,0.0,0.0
2019-01-12 04:10:00,0.0,0.0,0.0,-1.31,4.34,0.0,0.0
2019-01-12 05:10:00,0.0,0.0,0.0,-1.13,4.21,0.0,0.0
2019-01-12 06:10:00,0.0,0.0,0.0,-0.86,4.21,0.0,0.0
2019-01-12 07:10:00,506.56,150.93,5.95,-0.49,4.21,0.0,0.50656
2019-01-12 08:10:00,1277.87,330.48,13.85,0.79,3.93,0.0,1.2778699999999998
2019-01-12 09:10:00,1673.5,426.32,19.96,2.36,3.59,0.0,1.6735
2019-01-12 10:10:00,2392.83,613.45,23.75,3.98,3.24,0.0,2.39283
2019-01-12 11:10:00,2474.91,639.05,24.8,5.24,3.17,0.0,2.47491
2019-01-12 12:10:00,2450.97,631.76,22.97,5.92,3.86,0.0,2.45097
2019-01-12 13:10:00,2053.53,530.23,18.49,6.32,4.48,0.0,2.0535300000000003
2019-01-12 14:10:00,926.1,251.96,11.84,6.28,4.34,0.0,0.9261
2019-01-12 15:10:00,120.38,49.79,3.54,6.11,4.34,0.0,0.12038
2019-01-12 16:10:00,0.0,0.0,0.0,5.47,4.28,0.0,0.0
2019-01-12 17:10:00,0.0,0.0,0.0,5.03,4.55,0.0,0.0
2019-01-12 18:10:00,0.0,0.0,0.0,4.48,4.9,0.0,0.0
2019-01-12 19:10:00,0.0,0.0,0.0,4.31,5.03,0.0,0.0
2019-01-12 20:10:00,0.0,0.0,0.0,3.86,4.48,0.0,0.0
2019-01-12 21:10:00,0.0,0.0,0.0,3.62,3.93,0.0,0.0
2019-01-12 22:10:00,0.0,0.0,0.0,4.74,3.03,0.0,0.0
2019-01-12 23:10:00,0.0,0.0,0.0,4.43,2.97,0.0,0.0
2019-01-13 00:10:00,0.0,0.0,0.0,4.42,2.97,0.0,0.0
2019-01-13 01:10:00,0.0,0.0,0.0,4.14,2.83,0.0,0.0
2019-01-13 02:10:00,0.0,0.0,0.0,3.54,2.76,0.0,0.0
2019-01-13 03:10:00,0.0,0.0,0.0,3.65,2.62,0.0,0.0
2019-01-13 04:10:00,0.0,0.0,0.0,3.79,2.21,0.0,0.0
2019-01-13 05:10:00,0.0,0.0,0.0,4.03,2.14,0.0,0.0
2019-01-13 06:10:00,0.0,0.0,0.0,4.39,2.0,0.0,0.0
2019-01-13 07:10:00,26.14,16.59,6.03,4.73,1.45,0.0,0.02614
2019-01-13 08:10:00,336.78,102.13,13.94,5.41,1.52,0.0,0.33677999999999997
2019-01-13 09:10:00,299.07,92.69,20.08,5.95,1.38,0.0,0.29907
2019-01-13 10:10:00,359.91,108.3,23.9,6.15,1.59,0.0,0.35991
2019-01-13 11:10:00,2019.1,530.49,24.97,6.02,1.17,0.0,2.0191
2019-01-13 12:10:00,1810.8,476.81,23.16,6.4,1.03,0.0,1.8108
2019-01-13 13:10:00,2132.37,566.56,18.68,7.25,1.24,0.0,2.13237
2019-01-13 14:10:00,1248.12,340.54,12.02,7.49,1.38,0.0,1.24812
2019-01-13 15:10:00,82.71,37.16,3.73,7.54,1.45,0.0,0.08270999999999999
2019-01-13 16:10:00,0.0,0.0,0.0,7.19,1.24,0.0,0.0
2019-01-13 17:10:00,0.0,0.0,0.0,6.96,0.9,0.0,0.0
2019-01-13 18:10:00,0.0,0.0,0.0,6.18,0.97,0.0,0.0
2019-01-13 19:10:00,0.0,0.0,0.0,6.27,1.03,0.0,0.0
2019-01-13 20:10:00,0.0,0.0,0.0,6.3,0.9,0.0,0.0
2019-01-13 21:10:00,0.0,0.0,0.0,6.35,1.03,0.0,0.0
2019-01-13 22:10:00,0.0,0.0,0.0,7.07,1.93,0.0,0.0
2019-01-13 23:10:00,0.0,0.0,0.0,6.93,2.83,0.0,0.0
2019-01-14 00:10:00,0.0,0.0,0.0,6.71,3.31,0.0,0.0
2019-01-14 01:10:00,0.0,0.0,0.0,6.46,3.72,0.0,0.0
2019-01-14 02:10:00,0.0,0.0,0.0,6.28,3.45,0.0,0.0
2019-01-14 03:10:00,0.0,0.0,0.0,6.13,3.79,0.0,0.0
2019-01-14 04:10:00,0.0,0.0,0.0,5.99,4.69,0.0,0.0
2019-01-14 05:10:00,0.0,0.0,0.0,5.98,4.9,0.0,0.0
2019-01-14 06:10:00,0.0,0.0,0.0,6.13,4.76,0.0,0.0
2019-01-14 07:10:00,6.12,8.78,6.11,6.22,5.03,0.0,0.0061200000000000004
2019-01-14 08:10:00,279.36,87.41,14.05,6.15,4.69,0.0,0.27936
2019-01-14 09:10:00,65.16,29.27,20.21,6.2,4.14,0.0,0.06516
2019-01-14 10:10:00,84.42,35.12,24.06,7.16,4.34,0.0,0.08442
2019-01-14 11:10:00,294.12,91.71,25.15,7.51,4.21,0.0,0.29412
2019-01-14 12:10:00,2349.27,613.44,23.34,7.86,3.17,0.0,2.34927
2019-01-14 13:10:00,2136.78,567.61,18.87,8.48,1.79,0.0,2.1367800000000003
2019-01-14 14:10:00,1323.63,363.92,12.22,8.9,0.97,0.0,1.32363
2019-01-14 15:10:00,292.72,105.02,3.91,9.04,0.48,0.0,0.29272000000000004
2019-01-14 16:10:00,0.0,0.0,0.0,8.61,1.72,0.0,0.0
2019-01-14 17:10:00,0.0,0.0,0.0,8.33,2.14,0.0,0.0
2019-01-14 18:10:00,0.0,0.0,0.0,7.82,1.72,0.0,0.0
2019-01-14 19:10:00,0.0,0.0,0.0,7.37,1.66,0.0,0.0
2019-01-14 20:10:00,0.0,0.0,0.0,7.19,1.93,0.0,0.0
