Grid_HT,Grid_LT,Energy_HT,Energy_LT,Distr_HT,Distr_LT,Trans_HT,Trans_LT,RES,Total_HT,Total_LT,VAT,Sub_increase,Grid_fee,Prod_fee,Solidarity
0.09324593266382727,0.04064520929423897,0.15632240783924775,0.07670315555297459,0.06216449125496802,0.028691303656139082,0.03108144140885927,0.011953905638099881,0.013239,0.3060745586112317,0.15666598612010815,0.13,0.35,1.724,0.982,0.003982
