Grid_HT,Grid_LT,Energy_HT,Energy_LT,Distr_HT,Distr_LT,Trans_HT,Trans_LT,RES,Total_HT,Total_LT,VAT,Sub_increase,Grid_fee,Prod_fee,Solidarity
0.065702,0.028689,0.097189,0.047688,0.044446,0.020514,0.021256,0.008175,0.013239,0.1990269,0.101266,0.13,0.35,1.724,0.982,0.003982
