time,consumption_kw
2019-10-23 08:10:00,0.31005858
2019-10-23 09:10:00,0.40966798
2019-10-23 10:10:00,0.34082032
2019-10-23 11:10:00,0.33984374
2019-10-23 12:10:00,0.37988282
2019-10-23 13:10:00,0.63964844
2019-10-23 14:10:00,2.05029296
2019-10-23 15:10:00,1.35986328
2019-10-23 16:10:00,0.64013672
2019-10-23 17:10:00,0.80957032
2019-10-23 18:10:00,1.31054686
2019-10-23 19:10:00,1.33007814
2019-10-23 20:10:00,1.06982422
2019-10-23 21:10:00,1.06005858
2019-10-23 22:10:00,0.71972656
2019-10-23 23:10:00,0.52001954
2019-10-24 00:10:00,0.5
2019-10-24 01:10:00,0.46972656
2019-10-24 02:10:00,0.54003906
2019-10-24 03:10:00,0.5703125
2019-10-24 04:10:00,0.79003906
2019-10-24 05:10:00,0.95019532
2019-10-24 06:10:00,0.63964844
2019-10-24 07:10:00,0.62011718
2019-10-24 08:10:00,0.5703125
2019-10-24 09:10:00,0.50976562
2019-10-24 10:10:00,1.33007814
2019-10-24 11:10:00,0.75976562
2019-10-24 12:10:00,0.77001952
2019-10-24 13:10:00,0.80029298
2019-10-24 14:10:00,0.75
2019-10-24 15:10:00,1.56982422
2019-10-24 16:10:00,1.72021484
2019-10-24 17:10:00,1.82958984
2019-10-24 18:10:00,1.77001954
2019-10-24 19:10:00,1.18017578
2019-10-24 20:10:00,1.24023438
2019-10-24 21:10:00,1.07958984
2019-10-24 22:10:00,0.7001953
2019-10-24 23:10:00,0.47998048
2019-10-25 00:10:00,0.62011718
2019-10-25 01:10:00,0.56982422
2019-10-25 02:10:00,0.55029298
2019-10-25 03:10:00,0.5
2019-10-25 04:10:00,1.75976562
2019-10-25 05:10:00,1.1303711
2019-10-25 06:10:00,1.60986328
2019-10-25 07:10:00,0.73974608
2019-10-25 08:10:00,0.5600586
2019-10-25 09:10:00,0.64990234
2019-10-25 10:10:00,1.0
2019-10-25 11:10:00,0.66992188
2019-10-25 12:10:00,0.46972656
2019-10-25 13:10:00,0.60058594
2019-10-25 14:10:00,0.6796875
2019-10-25 15:10:00,0.86035156
2019-10-25 16:10:00,0.94970704
2019-10-25 17:10:00,0.81005858
2019-10-25 18:10:00,0.72998048
2019-10-25 19:10:00,0.77001952
2019-10-25 20:10:00,0.58007814
2019-10-25 21:10:00,0.59960936
2019-10-25 22:10:00,0.58007814
2019-10-25 23:10:00,0.61035156
2019-10-26 00:10:00,0.47998046
2019-10-26 01:10:00,0.52978516
2019-10-26 02:10:00,0.61035156
2019-10-26 03:10:00,0.56933594
2019-10-26 04:10:00,0.75048828
2019-10-26 05:10:00,1.0600586
2019-10-26 06:10:00,0.53027344
2019-10-26 07:10:00,0.33984374
2019-10-26 08:10:00,0.37988282
2019-10-26 09:10:00,0.29980468
2019-10-26 10:10:00,0.47021484
2019-10-26 11:10:00,0.43017578
2019-10-26 12:10:00,1.1201172
2019-10-26 13:10:00,0.39941406
2019-10-26 14:10:00,1.41341146
2019-10-26 15:10:00,1.4469401
2019-10-26 16:10:00,0.58007812
2019-10-26 17:10:00,0.75976562
2019-10-26 18:10:00,0.78027344
2019-10-26 19:10:00,0.74951172
2019-10-26 20:10:00,0.51025392
2019-10-26 21:10:00,0.35009764
2019-10-26 22:10:00,0.37988282
2019-10-26 23:10:00,0.3696289
2019-10-27 00:10:00,0.53027344
2019-10-27 01:10:00,0.3203125
2019-10-27 02:10:00,0.39990234
2019-10-27 03:10:00,0.32958986
2019-10-27 04:10:00,1.0703125
2019-10-27 05:10:00,1.54980468
2019-10-27 06:10:00,0.62011718
2019-10-27 07:10:00,0.5
2019-10-27 08:10:00,0.39013672
2019-10-27 09:10:00,0.5
2019-10-27 10:10:00,0.32958984
2019-10-27 11:10:00,0.7607422
2019-10-27 12:10:00,0.38964844
2019-10-27 13:10:00,0.47998046
2019-10-27 14:10:00,0.35009766
2019-10-27 15:10:00,0.33984374
2019-10-27 16:10:00,0.58007814
2019-10-27 17:10:00,0.71972656
2019-10-27 18:10:00,0.63037108
2019-10-27 19:10:00,1.31982422
2019-10-27 20:10:00,0.61035158
2019-10-27 21:10:00,1.41992186
2019-10-27 22:10:00,0.359375
2019-10-27 23:10:00,0.34082032
2019-10-28 00:10:00,0.37988282
2019-10-28 01:10:00,0.45996092
2019-10-28 02:10:00,0.43945314
2019-10-28 03:10:00,0.3798828
2019-10-28 04:10:00,0.48046876
2019-10-28 05:10:00,0.66015624
2019-10-28 06:10:00,0.4794922
2019-10-28 07:10:00,0.10058594
2019-10-28 08:10:00,0.21972656
2019-10-28 09:10:00,0.16015624
2019-10-28 10:10:00,0.27929688
2019-10-28 11:10:00,0.140625
2019-10-28 12:10:00,0.13964844
2019-10-28 13:10:00,0.18066406
2019-10-28 14:10:00,0.25976562
2019-10-28 15:10:00,0.21972656
2019-10-28 16:10:00,0.16015626
2019-10-28 17:10:00,0.24023438
2019-10-28 18:10:00,0.21972656
2019-10-28 19:10:00,0.24023436
